target_id	S2_DRSC_CG8144_RNAi_1	S2_DRSC_CG8144_RNAi_3	S2_DRSC_CG8144_RNAi_4	S2_DRSC_Untreated_1	S2_DRSC_Untreated_3	S2_DRSC_Untreated_4
FBtr0309848	75.4024	0	4.42809	4.83901	6.5769	0
FBtr0309850	0	0	8.46712	0	0	0
FBtr0309846	325.891	17.0933	18.5912	119.239	52.9344	34.1815
FBtr0309851	9.69305	0	7.0272	6.86173	0	0
FBtr0110786	0	0	0	0	0	0
FBtr0337019	7.46253e-5	3.41905e-5	3.17209e-5	0	0	1.09055e-4
FBtr0306090	1.99993	0.999966	0.999968	0	0	1.99989
FBtr0337018	0	0	0	0	0	0
FBtr0273298	154	47	67	93	47	68
FBtr0082071	77	0	0	90.1012	0	56
FBtr0332806	2.12757e-8	28	57	10.8988	35	0
FBtr0083330	1	1	0	0	0	0
FBtr0300588	488.918	107.094	199.059	418.713	168.659	118.764
FBtr0300586	0	17.4701	7.0464e-4	0	0	4.22034e-4
FBtr0082804	101.152	22.8176	40.4025	101.573	43.5638	15.6512
FBtr0082802	33.0538	20.2975	8.64021	9.49519	14.589	22.7292
FBtr0308196	294.644	65.4544	92.5766	97.7817	79.161	37.1812
FBtr0082801	3349.14	2556.36	2704.15	4550.93	2119.22	2381.86
FBtr0082803	730.083	390.446	422.687	466.299	227.781	286.924
FBtr0308195	238.303	64.9384	17.7625	253.64	0	49.2894
FBtr0082806	46.7053	46.1237	42.7232	99.5639	61.2446	11.5958
FBtr0308197	0	0	0	0	42.7853	0
FBtr0300874	0	1.00184	0	0	0	0
FBtr0072276	0	0	0	0	0	0
FBtr0100169	2	0	0	0	0	0
FBtr0343437	0	0	0	0	0	0
FBtr0300319	0	0	0	0	0	0
FBtr0091787	549.5	394.814	478.341	644	294.27	370.091
FBtr0310521	0	0	3	0	0	0
FBtr0300358	9	3	0	3	2	1
FBtr0082759	1	0	0	0	0	0
FBtr0074829	0	9.62405	23	0	14	21.5183
FBtr0074828	60.416	5.1437	0	82.1678	0	4.30533
FBtr0081701	0	0	0	0	0	0
FBtr0083900	10	6	7	8	4	5
FBtr0304732	1	0	0	0	0	1
FBtr0304731	0	0	1	2	0	0
FBtr0080888	0	0	0	0	0	0
FBtr0335141	2	2	2	6	0	1
FBtr0070543	90.7043	69	75.5897	79.9946	47	57
FBtr0345708	76.2957	0	3.41028	136.005	0	0
FBtr0273188	28.2993	0	4.97507	50.7764	5.42968	6.39354
FBtr0321291	30.7297	16.0105	19.0354	79.255	30.5751	26.629
FBtr0081919	230	92	108	245	122	114
FBtr0080143	2053	1057	1350	2498	1214	1123
FBtr0070894	1427	762	881	1575	656	626
FBtr0071353	297	143	179	313	145	141
FBtr0088650	1556	808	986	2253	841	951
FBtr0085598	18	0	0	1	0	0
FBtr0306093	41.5161	4.89129	28.7943	32.2903	0	0
FBtr0073288	62.4839	53.1087	56.2057	111.71	46	57
FBtr0343993	0	0	0	0	0	0
FBtr0077728	0	0	0	0	0	0
FBtr0332218	0	0	0	0	0	0
FBtr0332219	0	0	0	0	0	0
FBtr0077727	0	0	0	0	0	0
FBtr0345331	4.27656	0	0	0	0	0
FBtr0332220	85.7234	2	3	42	1.5177	3
FBtr0077726	0	0	0	0	2.4823	0
FBtr0303097	100.062	81.1705	153.961	89.1487	123.595	150.072
FBtr0308637	0	0	0	0.78843	0	0.385143
FBtr0308638	176.649	38.26	12.7084	504.712	165.496	89.3607
FBtr0332987	17.3224	3.70886	13.7608	6.58257	36.5249	18.1723
FBtr0332986	0	150.556	0	110.451	0.0115711	105.145
FBtr0308639	404.063	62.1123	81.961	374.72	91.4941	56.441
FBtr0113430	579.771	293.665	582.586	578.483	461.237	206.161
FBtr0073188	12.9989	8.23261	4.04767	25.559	5.61775	5.9418
FBtr0073187	0	0	0	60.7609	0	32.1184
FBtr0079095	728.243	735.255	996.804	737.452	524.827	685.505
FBtr0329968	0	0	0	0	0	6.93404
FBtr0329967	666.757	0	0	706.548	0	0
FBtr0075226	66	21.3297	29	52	22	21.1054
FBtr0333835	0.875906	0	0	0.588145	0	0
FBtr0309054	0	0	0	0	0.234877	0
FBtr0333834	0.875906	0	0	0.588145	0.882562	0
FBtr0076536	0.875906	0	0	0.588145	0.882562	0
FBtr0333836	0.372281	0	0	0.235565	0	0
FBtr0076534	0	0	1	0	0	0
FBtr0087547	860	391	496	1071	377	511
FBtr0071761	153.552	74.6658	123.232	107.546	55.8558	76.8591
FBtr0342979	155.521	59.0363	11.6646	136.087	27.6663	25.4103
FBtr0113136	0	0	0	0	0	0
FBtr0113137	0	0	0	0	0	0
FBtr0082846	62.7842	0	0	53.8398	0	0
FBtr0334528	17.9655	16.2691	26.4671	42.2189	0	7.49111
FBtr0334526	2.92124	0	0	0	0	0
FBtr0112937	2.76568	0	0	3.3564	0	0
FBtr0334529	11.0399	7.66591	12.6823	22.5563	5.76085	26.2362
FBtr0112939	96.7393	40.0478	2.63967	42.2369	15.7737	1.07509e-4
FBtr0082847	399.66	214.298	323.819	631.556	255.338	291.007
FBtr0334527	14.9083	6.39774	0	0	34.4192	3.07216
FBtr0112938	0	0	0	0	0	0
FBtr0339666	25.619	9.50458	5.14695	26.4317	7.45478	14.8091
FBtr0339665	0	8.99084	0	0	16.0904	0
FBtr0113781	2948	864	1082	2579	890	871
FBtr0079097	302.809	0	0	86.5169	0	43.5761
FBtr0301318	367.191	304	379	675.483	330	318.424
FBtr0330663	0	1	0	1	0	0
FBtr0331650	0	0	0	0	0	0
FBtr0112363	0	0	0	0	0	0
FBtr0308188	0	0	0	0	0	0
FBtr0330695	0.189772	0	3.06082	0.433448	0	2.09762
FBtr0330696	2.82669	1	0	2.62114	0	0
FBtr0084234	1	0	2	0	0	0
FBtr0301186	759.369	493.794	741.433	877.905	434.52	518.896
FBtr0075592	371.82	81.3517	110.808	507.794	99.586	121.697
FBtr0332095	209.811	30.8539	9.15738	181.279	20.8938	9.40551
FBtr0300329	0	0	0.601949	11.023	0	9.57524e-4
FBtr0081709	2	2	1	3	1	1
FBtr0083278	888	496	495	779	407	437
FBtr0071143	381.842	273	346	595.59	328	305
FBtr0345982	199.158	0	0	52.4101	0	0
FBtr0079275	5778.51	6978.24	7802.54	16673.2	9477.97	9431.38
FBtr0343152	6665.49	230.728	230.439	3447.82	538.019	461.618
FBtr0112898	29.7905	8.16445	28.6938	68.8818	42.5606	13.9319
FBtr0112899	348.813	15.1149	0	175.431	1.89121	1.86211e-8
FBtr0077427	771.16	277.814	207.023	760.376	261.553	271.462
FBtr0077426	334.237	296.907	525.283	983.311	547.995	574.606
FBtr0076402	119	51.6517	60	112	32.2425	53
FBtr0343144	0	0	0	0	0	0
FBtr0073928	0	0	0	0	0	0
FBtr0330259	2	2	3	4	1	1
FBtr0330260	0	0	0	0	0	0
FBtr0345651	0	0	0	0	0	0
FBtr0086953	1	0	0	0	0	0
FBtr0089144	2385.66	611.626	731.266	2482.12	776.672	635.804
FBtr0344870	273.343	36.3737	20.7335	159.88	36.3278	109.196
FBtr0299804	2.32392	0	0	0.774639	0.78757	0.791705
FBtr0344806	1	2	1	0	0	0
FBtr0085472	1	0	0	1	0	0
FBtr0077118	345	176	210	407	154	172
FBtr0302778	9.83243	0	0.00321869	13.0391	0.00205356	3.5839
FBtr0302776	0	0	2.19046	8.63086	2.14067	2.0935
FBtr0302784	9.95154	0	0.107921	0.3619	0.0884654	0.120921
FBtr0302780	0	0	0	0	0	0.0483478
FBtr0302787	0	0	0	30.6875	5.54506	0
FBtr0332703	21.3224	0	0	25.834	15.2153	27.5875
FBtr0346965	0	0	0	0	0	0
FBtr0302783	8.34537e-5	0	3.59897	0	3.46964	0.0975423
FBtr0306704	454.668	122.774	228.036	383.668	230.319	138.201
FBtr0302781	58.168	82.4897	78.381	84.4867	0.00257714	54.2871
FBtr0302786	92	30.9734	49	155.312	94.4549	63.5883
FBtr0302779	33.4264	36.0052	0	58.8725	21.1397	52.7271
FBtr0302782	62.631100000000004	58.6282	33.6822	41.107	53.6222	40.1484
FBtr0302785	0	3.12919	0	0	0	9.51634
FBtr0302777	0	0	1.54542e-7	2.52301e-7	5.77226e-8	3.52282e-7
FBtr0088153	1667.42	1639	2067.38	1269.05	1147	1335
FBtr0345952	1474.58	0	4.62391	1157.95	0	0
FBtr0309303	0	1.19728	184.692	281.138	142.173	0.228307
FBtr0113477	103.901	13.5717	47.0609	177.374	151.861	87.1922
FBtr0309302	186.858	8.82966	0	106.158	0	34.9326
FBtr0309301	138.235	194.4	35.2475	591.766	174.014	352.201
FBtr0083252	89.0048	9.77779e-4	0	54.5637	95.9521	0.446025
FBtr0071770	581	268	395	562	249	280
FBtr0072499	1161.26	901.328	967.429	1526.19	869.38	831.533
FBtr0345592	789.744	18.6719	18.5706	391.811	18.6203	12.4667
FBtr0082749	2	1	0	2	0	0
FBtr0340668	15	4	3	13	2	3
FBtr0071430	343.726	296	385	511.524	309.017	371
FBtr0340473	244.274	0	0	165.476	7.98326	0
FBtr0070933	8500.85	5608.24	7577.37	11204.9	5188.68	6659.55
FBtr0345892	2303.71	4.67698	13.9767	1911.38	18.671	4.68201
FBtr0083798	3.07562e-7	5.60337e-7	0	2.1729e-7	0	0
FBtr0087667	128	84	96	264	109	127
FBtr0343296	0	0	4	7	0	0
FBtr0074553	3	1	0	0	1	1
FBtr0075428	400	159	185	457	189	157
FBtr0077000	2770.63	338.703	493.012	2411.2	632.555	400.54
FBtr0077001	1398.64	993.056	993.623	1331.68	895.343	890.627
FBtr0333059	1.24326e-4	40.8821	41.3581	27.1036	0	0
FBtr0077002	0.00367426	0.00469278	112.79	0	5.06441e-4	132.344
FBtr0340286	0	0	0	0	0	0
FBtr0300215	0	0	0	0	0	0
FBtr0112767	0	0	0	0	0	0
FBtr0333056	0	0	0	0	0	0
FBtr0331451	0	0	0	0	0	0
FBtr0077800	0	0	0	0	0	0
FBtr0290046	352.948	134.139	157.725	499.768	247.744	264
FBtr0334566	1.22878e-5	0	2.27547	150.136	59.3978	0
FBtr0343331	263.974	209	264.977	363.718	220	229
FBtr0071009	75.0256	0	4.0227	55.2821	0	0
FBtr0071379	1.00078	0	0	5.00184	0	0
FBtr0083081	0	0	0	0	0	0
FBtr0273405	4	2	0	5	3	5
FBtr0330180	342.5	220	260	365	164.5	204
FBtr0072758	342.5	220	260	365	164.5	204
FBtr0076259	10	2	4	11	8	4
FBtr0300314	0	0	0	0	0	0
FBtr0072570	1.13499e-7	32.3381	133.252	6.27937e-5	0	25.7512
FBtr0072571	554.735	182.796	83.867	350.752	188.494	143.735
FBtr0306850	313.265	43.8655	93.8806	292.248	84.5064	69.5139
FBtr0070586	472.712	169.89	217.581	584.188	166.34	175.881
FBtr0070587	0	4.71107	0	0	15.8474	11.0846
FBtr0333793	178.71	20.3987	14.0679	65.6075	6.78308	23.3741
FBtr0076898	7228	3377.75	4079	7187	3012.98	3560.91
FBtr0086305	3863	1653	2055	3944	2038	1959
FBtr0309117	0	0	0	0	0	0
FBtr0333881	130.416	98.3667	97.5389	98.5817	105.039	83.059
FBtr0309120	1228.03	748.108	589.091	1899.88	864.312	896.288
FBtr0309119	4753.92	2092.14	2586.57	7009.39	3428.58	2113.77
FBtr0333880	113.336	0	54.4846	125.775	2.782e-8	0
FBtr0309118	0	0	0	0	0	0
FBtr0079753	9	2	5	5	3	2
FBtr0081700	0	0	0	0	0	0
FBtr0337023	0	0	0	0	0	0
FBtr0083563	2284	1274	1547	2633	1446	1573
FBtr0075484	416	174	168	432	161	178
FBtr0333565	4.15779e-8	0	2.28509e-7	0	0	1.38696e-6
FBtr0333158	0	0	0	0	0	0
FBtr0074644	136.054	29.6028	37.3637	64.9813	21.5702	13.3759
FBtr0077758	8	6	8.45804	3	0	3
FBtr0079261	1089	658	827	1058	566	684
FBtr0077954	3	3	4	5	3	3
FBtr0088804	1	0	0	1	1	0
FBtr0301020	601.336	10.8374	169.979	944.005	98.355	65.4117
FBtr0301021	466.704	130.506	87.5283	373.781	114.761	72.2079
FBtr0340295	2022.96	1335.66	1596.49	1919.21	1213.88	1162.38
FBtr0085370	930	493	644	1301	558	584
FBtr0085554	1231.77	739.999	801.717	1295.55	702.813	646.22
FBtr0290030	4.48551e-5	0	10.7478	3.06991e-4	0	0
FBtr0334703	15.6782	1.24353e-5	104.831	0	0	0
FBtr0085553	1160.6	279.876	196.007	1358.45	241.423	238.231
FBtr0300600	0	0	0	0	0	0
FBtr0334702	6.69111e-5	0	13.098	0.00150103	0	0
FBtr0085555	8.944	10.1255	80.9079	0	166.764	91.5492
FBtr0086283	717.675	405.556	468.367	851.023	302.706	434.874
FBtr0086285	477.541	157.263	201.91	311.442	206.782	184.279
FBtr0086284	558.784	308.718	433.723	589.535	319.328	173.236
FBtr0345355	0	125.463	4.57399e-4	0	194.183	115.611
FBtr0070427	59.5532	43.7291	52.4726	76.066	53.3739	60.4334
FBtr0070428	46.4468	22.2709	25.5274	55.934	31.6261	21.5666
FBtr0300444	0	2	0	2	0	0
FBtr0086038	1672.36	299.719	329.918	1462	341.529	257.313
FBtr0345358	178.641	303.281	358.082	452	397.471	502.687
FBtr0290214	0	0	0	0	0	0
FBtr0345464	0	0	0	0	0	0
FBtr0080251	0	0	0	0	0	0
FBtr0345463	0	0	0	0	0	0
FBtr0081026	0	0	0	1	0	0
FBtr0303006	0	0	0	1	0	1
FBtr0347342	0	0	0	0	0	0
FBtr0085567	1	0	0	0	1	3
FBtr0301255	20	8	5	14	8	9
FBtr0082884	1	0	0	0	0	0
FBtr0346062	0	0	0	0	0	0
FBtr0081422	1322.48	851.355	1044.14	737.314	673.151	850.774
FBtr0339562	1042.52	72.6452	137.862	1238.69	99.8485	101.226
FBtr0078423	225	109	190	358	146	162
FBtr0076030	650.995	301	402	627	207.502	305
FBtr0332129	0.00493699	0	3.62481e-4	0	73.4978	0
FBtr0077715	4.11859e-6	0.185599	48.1151	0.00227231	4.59834e-5	5.12124e-6
FBtr0335126	689.142	351.423	384.179	741.931	332.48	368.69
FBtr0088485	94	32	27	92	22	39
FBtr0089615	0	0	15.4996	0	2.82661	0
FBtr0089616	41.8846	27.6335	21.6672	51.0958	14.2371	15.0823
FBtr0089618	0	0	0	12.7663	7.58413	7.24584
FBtr0089620	218.613	134.758	19.3977	107.635	92.3928	101.348
FBtr0089619	222.119	78.6088	111.52	116.106	50.4356	51.3783
FBtr0089617	1.01424e-4	0	109.079	194.303	73.5238	87.9452
FBtr0089621	22.3831	0	16.8363	55.0935	0	0
FBtr0071060	1	0	3	0	5	2
FBtr0085181	18	11	13	19	22	18
FBtr0309218	265.288	86.0146	2.31109e-5	298.809	173.829	136.27
FBtr0074813	288.712	306.985	525	489.191	205.171	278.73
FBtr0310420	996.114	694	733.129	786.861	658.199	721.313
FBtr0085561	629.886	0	58.8706	1073.14	11.8007	23.687
FBtr0089033	660.716	296.005	381.673	394.654	222.351	257.578
FBtr0336873	0	68.6548	19.0757	0	20.0415	7.05154e-8
FBtr0082865	511	296	397	373	225	273
FBtr0077013	2	0	0	0	0	0
FBtr0075042	46.1707	20.3435	19.5167	103.742	14.1613	17.4127
FBtr0332651	0	0	3.47365	0	0	0
FBtr0075045	0	0	0	6.01153	2.2939	3.3084
FBtr0075044	18.4766	16.6565	15.0097	17.1962	22.457	19.3156
FBtr0075043	7.71794	0	0	8.57683	5.18075	5.37624
FBtr0082358	1553	1186	1332	1596	1118	1062
FBtr0083732	18.6134	7	0	0	0	0
FBtr0335019	0	0	9	17	9	7.01762
FBtr0300829	4	0	1	0	4	0
FBtr0299637	1.02803	1.01667	4.17674	4.18649	3.06236	2.22037
FBtr0330140	0	0	0	0	0	0
FBtr0299639	0	0	0	0	0	0
FBtr0300518	0	0	0	0	0	0
FBtr0331636	653.39	245.234	307.523	600.311	316.765	272.76
FBtr0079896	449.61	175.766	218.477	578.689	130.235	214.24
FBtr0110839	384	217	279	326	184	217
FBtr0346133	3139.74	2002.89	2653.92	3399.99	1795.84	1730.15
FBtr0344169	477.065	127.529	266.814	262.447	135.439	135.848
FBtr0344171	588.246	79.3887	96.0838	313.457	180.292	62.2615
FBtr0344168	934.878	655.318	659.646	780.282	348.311	364.251
FBtr0344170	44.6605	288.211	396.538	272.309	147.334	221.504
FBtr0346134	7.40833	8.66186	0	11.5175	29.783	6.98848
FBtr0302323	168.383	46.3154	74.2912	434.295	119.712	225.999
FBtr0083944	228.617	161.685	192.709	164.705	73.2881	5.93192e-4
FBtr0083657	1573.31	559.046	808.845	499.38	550.34	394.579
FBtr0083656	3588.69	2302.95	2706.16	4091.62	1604.66	2062.42
FBtr0081590	1	0	0	0	0	0
FBtr0342581	257.593	110.751	124.233	221.212	90.02	98.5262
FBtr0080286	0	0	5.87477	7.78615e-7	0	8.59488
FBtr0112762	3	0	1	2	0	1
FBtr0075639	5	0	0	2	1	0
FBtr0345924	52.9999	0	21.2105	39.0934	0	0
FBtr0301568	0	0	0	17.9066	0	28.9924
FBtr0077340	8.10514e-5	30	25.7895	0	26	0.00760456
FBtr0087518	1068	520.415	570.434	1155	440	419
FBtr0075117	0	0	0	0	0	0
FBtr0088752	1	0	0	0	0	0
FBtr0070201	2	2	2	1	0	2
FBtr0345506	0	0	0	0	0	0
FBtr0084802	206.147	0	0	120.253	0	0
FBtr0339247	358.66	188.103	217.343	509.785	248.333	206.898
FBtr0337024	2	0	0	1	0	0
FBtr0337025	0	0	0	0	0	0
FBtr0301286	0	0	0	0	0	0
FBtr0079344	0	1	1	1	1	2.05753
FBtr0343867	0	0	0	0	0	0
FBtr0307033	2	0	0	0	0	0
FBtr0076019	120.275	5.66075	0	144.874	0	0
FBtr0346911	93.9296	18.1609	25.2478	57.9566	41.0919	28.5196
FBtr0333384	362.796	208.178	267.752	321.169	168.908	200.48
FBtr0085991	2	0	2	1	1	0
FBtr0343290	199.406	0	0	392.581	0	0
FBtr0072225	581.594	357	432	490.419	332	322
FBtr0087760	625.112	511	582	607.532	414	399
FBtr0340493	309.888	0	0	261.468	0	0
FBtr0340053	1.22299e-6	12.442	0	3.1108e-5	0	2.98827e-7
FBtr0112919	1.56237e-6	15.9649	3.61054e-7	65.9484	3.35663e-7	32.4666
FBtr0112920	49.401	0	16.7703	84.9594	45.1323	26.3996
FBtr0302200	0	0	0	0	0	0
FBtr0340054	2.81651e-7	2.79053	16.0082	10.5559	0	6.13376
FBtr0340055	20.599	1.80258	3.22147	14.5363	13.8677	0
FBtr0073911	14	4	5	7	5	5
FBtr0080471	908.841	530.182	732	1045.86	506	557
FBtr0342639	441.159	23.8177	0	428.138	0	0
FBtr0074684	5722.45	1300.87	1748.94	6809.71	1565.55	1326.81
FBtr0301226	1204.55	1759.13	1964.06	1002.29	1838.45	1722.19
FBtr0088508	151.245	256.088	291.172	157.242	210.878	258.28
FBtr0306807	854.99	137.364	160.372	1064.96	144.965	58.9249
FBtr0112892	0	12.1277	0	100.796	0	0
FBtr0333004	78.7647	15.421	24.4551	0	28.157	30.7954
FBtr0078706	26	12	7	26	13	10
FBtr0089867	0	0	13.8554	0	16.4595	15.5324
FBtr0305054	384.072	90.702	205.694	593.109	113.026	153.263
FBtr0343485	100.83	31.9685	83.1639	100.89	23.7192	57.7175
FBtr0089868	178.098	138.175	58.2868	9.88548e-4	88.7949	126.487
FBtr0334275	591.982	135.926	129.351	749.929	203.999	238.447
FBtr0344333	65.4348	4.44132	0	33.5678	4.43484	4.44485
FBtr0334274	175.898	139.083	149.437	326.181	156.43	113.601
FBtr0334276	1205.94	569.178	792.999	1292.32	634.137	630.507
FBtr0077367	377.558	207.431	321.324	583.296	240	231.494
FBtr0335047	153.442	14.6721	14.6763	46.704	0	25.5059
FBtr0087513	3	3	1	2	4	0
FBtr0300322	0	0	0	0	0	0
FBtr0082439	97	47	31	109	45	33
FBtr0304023	32.6392	6.62952	4.11845	26.1853	9.7492	9.14935
FBtr0290071	2	0	0	0	0	0
FBtr0077434	0	1	1	2	1	1
FBtr0330229	46.7131	9.41473	9.39084	56.0557	0	9.42137
FBtr0071837	10.3436	22.5853	27.6092	44.9443	42	32.5786
FBtr0290008	0	0	0	0	0	0
FBtr0113692	0	0	0	1.06027e-6	0	0
FBtr0302849	0	0	0	1.66047	0	0
FBtr0113694	27.0742	9.99999	13	9.16793	15	4.81805
FBtr0113690	0	0	0	0	0	0
FBtr0302850	0	1.32157e-5	1.58432e-5	5.66697e-6	8.15312e-6	1.17166e-5
FBtr0113687	0	0	0	0	0	0
FBtr0302848	0	0	0	0	0	0
FBtr0302847	12.9258	0	0	10.1716	0	2.18194
FBtr0302846	0	0	0	0	0	0
FBtr0080367	1026	528.484	619.791	1096	447.827	527.705
FBtr0072630	1.38858	0	0	0	0	0
FBtr0084974	152.5	92.5	110	128.5	58.5	82.5
FBtr0075582	0	0	0	0	0	0
FBtr0076576	0	0	0	0	0	0
FBtr0445749	0	0	0	0	0	0
FBtr0445750	0	0	0	0	0	0
FBtr0087116	0	0	0	0	0	0
FBtr0100216	32.8471	51.984	14.3779	113.855	0	21.5602
FBtr0088912	3370.83	1815.62	1994.56	3251.24	1785.85	1246.17
FBtr0088911	2248.33	1320.4	1843.06	2666.91	1125.15	1583.27
FBtr0080037	17.2254	1.30081	2.37672	21.2932	8.15012	8.08721
FBtr0076178	3	0	1	2	1	3
FBtr0306579	7.14477	6.89843	8.34424	0	0	0
FBtr0306581	19.6942	17.2818	18.3534	0	9.21933	25.3216
FBtr0087816	1404.27	538.059	670.988	737.555	369.104	353.574
FBtr0306583	84.8783	84.9197	49.6425	54.5201	30.6882	29.3236
FBtr0306580	16.2447	0	5.73425	0	5.76079	0
FBtr0337029	0	8.15555e-5	16.2537	346.356	8.16181	17.4012
FBtr0306582	18.5891	17.5765	4.72421	48.6971	10.3919	17.0582
FBtr0331979	303.184	66.2643	62.4568	128.771	79.9011	73.6567
FBtr0344926	0	0	9.50266	15.1006	4.77342	6.665
FBtr0300807	0	3.43002	3.5727	0	2.83119	5.09121
FBtr0340048	116.616	5.84198e-6	0	111.744	0	0
FBtr0300806	0	16.57	17.4273	0	15.1688	22.9088
FBtr0340047	0	0	0	0	0	0
FBtr0086712	374.414	148.977	156.882	218.759	93.4586	93.7432
FBtr0086711	37.5862	6.02272	46.1177	81.2414	28.5414	24.2568
FBtr0076735	200	161	190	234	104	138
FBtr0080144	0	0	0	0	1	0
FBtr0087170	491	212	287	571	226	236
FBtr0087611	1146.37	591.147	691.789	982.395	495.89	704.183
FBtr0114495	0	22.1094	0	11.4313	0	0
FBtr0339958	0	16.9758	0	16.3611	0	0
FBtr0087610	39.0228	41.9504	37.615	0	45.5783	18.3088
FBtr0114494	558.744	362.171	534.624	975.812	378.159	309.409
FBtr0114493	23.8677	30.6463	35.9716	0	41.3719	10.099
FBtr0345476	0	0	0	0	0	0
FBtr0299834	0	0	0	1	0	0
FBtr0083576	4	0	3	1	3	1
FBtr0085456	4	0	0	2	0	1
FBtr0071738	1	0	0	0	0	0
FBtr0072016	0	0	0	0	0	0
FBtr0339236	0	0	0	0	0	0
FBtr0085671	1	0	0	0	0	0
FBtr0080866	3580.29	2162.46	2880.66	4388.56	2019.19	2234.08
FBtr0333488	60.9321	10.5135	0	254.416	12.2736	0
FBtr0333487	1217.87	172.029	179.236	581.694	167.548	155.232
FBtr0080867	26.3424	0	6.10256	0	20.9906	17.6918
FBtr0333486	19.5639	0	0	38.327	0	0
FBtr0076748	144	75.1827	120.599	170	88.0496	90.5724
FBtr0082321	3.11039	2	1	4.07644	2	0
FBtr0075883	2240	1264	1419	2500	1204	1073
FBtr0072901	679.109	330.057	398.383	539.148	245.897	223.963
FBtr0345587	2079.03	171.363	213.702	2288.76	128.369	150.04
FBtr0300773	137.866	886.58	1031.91	0.0933281	1033.73	1014
FBtr0345486	1.28181	8.57357	0.859854	14.427	6.59721	7.1214
FBtr0071671	37.7182	6.42643	19.1401	12.573	6.40279	12.8786
FBtr0345534	0	0	0	0	0	0
FBtr0072088	0	0	0	0	0	0
FBtr0084114	0	1	0	0	0	1
FBtr0114541	42	24	33	40	28	29
FBtr0072192	0	5.27704e-4	0.00473637	32.4053	5.03919e-4	97.2734
FBtr0072191	1078	694.999	863.995	1406.59	709.999	621.727
FBtr0308937	8.21709	2.79882	2.77901	13.6952	16.7323	8.41296
FBtr0070407	9.78291	2.20118	6.22099	17.3048	1.26766	2.58704
FBtr0078266	1	2	1	3	2	1
FBtr0340137	686.232	298.88	238.44	964.296	154.407	134.467
FBtr0340135	3202.17	1627.58	2178.41	847.682	822.755	657.778
FBtr0071105	2444.26	1802.73	1789.21	5725.27	2947.06	2844.01
FBtr0340136	1954.34	233.814	557.94	2525.75	437.776	450.75
FBtr0300698	47.4914	21.1186	38.9138	99.4367	15.8156	21.1356
FBtr0086253	41.5086	27.8814	12.0862	39.5633	32.1844	51.8644
FBtr0331816	0	0	0	5.99981	0.999968	0.999904
FBtr0078172	3	0	0	1.92344e-4	3.18707e-5	9.5681e-5
FBtr0112571	0	0	0	0	0	0
FBtr0112570	4.21431e-7	0	0	2.03728	0	0
FBtr0112569	0	0	0	0	0	0
FBtr0309370	6.03459	0	1	0	0	0
FBtr0342859	1.61872e-8	0	0	0	0	0
FBtr0114645	0.0354813	1	0	0	0	1
FBtr0112572	0	0	0	0	0	0
FBtr0309369	0	0	0	0	0	0
FBtr0072900	118.324	57.2824	56.1232	136.505	34.0149	57.6149
FBtr0331415	141.805	86.7176	141.877	0	85.9851	101.385
FBtr0289966	81.871	0	0	153.495	0	0
FBtr0331416	0	0	0	0	0	0
FBtr0071544	1	0	2	0	0	0
FBtr0078466	513	168	189	547	142	153
FBtr0335481	25.0678	0	10.2478	22.4165	10.4399	0
FBtr0335482	6.49435	0	2.58667	5.28786	2.42807	0
FBtr0300814	0.437885	13	0.165568	0.295683	0.131981	11
FBtr0071449	482.705	440.126	523.626	450.123	313.388	420.436
FBtr0332952	378.295	9.87419	8.37413	402.877	5.61211	15.5636
FBtr0304986	0	0	0	0	0	0
FBtr0304933	543.553	304.869	399.858	1752.64	836.331	595.622
FBtr0302700	0	15.4873	51.7087	2.30919e-4	1.62718e-6	0.00139893
FBtr0330283	28.9937	0.844195	2.89031	0.124124	0.0830797	1.73887
FBtr0302696	28.9937	0.844195	2.89031	0.124124	0.0830797	1.73887
FBtr0302699	10.2873	0.294085	1.00231	0.0775304	0.0270322	0.63493
FBtr0302698	0	230.559	84.5043	0.0937388	4.44842e-4	0.00783223
FBtr0339906	495.584	167.323	131.439	345.672	31.5707	176.1
FBtr0304934	236.906	26.1816	259.996	8.51462	6.08013	139.054
FBtr0302697	68.9669	10.8251	4.70222	30.1829	13.4406	8.10204
FBtr0339907	0	0.0321978	0.0078916	65.3373	64.5442	5.94278e-6
FBtr0345849	263.716	20.7407	0	119.236	71.8402	0
FBtr0075453	2957	1295	1575	1945	836	1008
FBtr0299875	1026.55	168.299	213.957	712.151	231.312	119.765
FBtr0334168	243.918	51.5371	60.331	243.607	68.7157	76.5936
FBtr0334169	872.353	362.382	402.712	820.79	362.301	452.82
FBtr0079852	0	53.9649	0	48.8945	19.0456	0
FBtr0079851	3763.47	845.277	834.759	3087.28	758.503	754.668
FBtr0335495	1080.53	651.758	1039.24	2503.82	1053.45	781.332
FBtr0091620	35	7	9	8	3	3
FBtr0082621	0	0	0	0	0	0
FBtr0335011	499.896	64.926	74.5831	700.753	174.86	245.446
FBtr0085249	300.102	152.117	221.473	787.231	368.654	265.848
FBtr0085250	601.847	211.871	333.478	373.726	185.922	68.367
FBtr0085251	127.155	313.154	259.467	137.291	166.564	333.339
FBtr0070299	3.97023e-7	104.912	19.4309	0	0	5.85316e-6
FBtr0309961	212.083	111.864	152.512	267.862	160.719	164.396
