target_id	length	eff_length	est_counts	tpm
FBtr0079346	2993	2815.52	1962.35	108.759
FBtr0307031	2943	2765.52	145.038	8.18379
FBtr0307032	8240	8062.52	17.2626	0.334106
FBtr0301403	2137	1959.52	1126.45	89.7036
FBtr0079348	5830	5652.52	11.5083	0.317699
FBtr0307030	4789	4611.52	2011.89	68.0784
FBtr0301404	2110	1932.52	3510.56	283.466
FBtr0336929	1271	1093.52	0	0
FBtr0306384	1183	1005.52	0	0
FBtr0072102	1048	870.517	52.9571	9.49281
FBtr0072104	1254	1076.52	0	0
FBtr0072105	1138	960.517	0	0
FBtr0072103	1128	950.517	13.0429	2.14122
FBtr0332071	2650	2472.52	0	0
FBtr0332070	2618	2440.52	0	0
FBtr0072141	1116	938.517	964	160.281
FBtr0085188	1239	1061.52	0	0
FBtr0081045	1317	1139.52	0	0
FBtr0087231	1682	1504.52	0	0
FBtr0087232	1683	1505.52	642	66.5422
FBtr0085419	1349	1171.52	325	43.2895
FBtr0087210	3169	2991.52	797.655	41.6075
FBtr0340020	4466	4288.52	532.345	19.3702
FBtr0083840	1525	1347.52	141	16.328
FBtr0302277	6242	6064.52	427.384	10.9969
FBtr0302279	6363	6185.52	18.9349	0.477676
FBtr0302278	6200	6022.52	148.305	3.84262
FBtr0335284	1294	1116.52	0	0
FBtr0300792	3387	3209.52	389.89	18.9562
FBtr0070411	3175	2997.52	3463.11	180.282
FBtr0303287	3094	2916.52	261.068	13.9681
FBtr0088948	3374	3196.52	318.228	15.5349
FBtr0088949	2485	2307.52	92.0848	6.22717
FBtr0088950	2699	2521.52	470.619	29.1243
FBtr0345382	2419	2241.52	0	0
FBtr0307509	2077	1899.52	0	0
FBtr0085458	725	547.517	369.661	105.355
FBtr0075861	1074	896.517	64	11.1396
FBtr0345341	1332	1154.52	0	0
FBtr0339565	1020	842.517	0	0
FBtr0081425	1688	1510.52	0	0
FBtr0084440	1267	1089.52	1	0.143223
FBtr0344893	15774	15596.5	2327.52	23.287
FBtr0344894	15708	15530.5	1569.48	15.7695
FBtr0086306	616	438.517	1	0.355845
FBtr0072156	2555	2377.52	208	13.6517
FBtr0071147	3751	3573.52	0	0
FBtr0071146	3737	3559.52	0	0
FBtr0309795	3686	3508.52	0	0
FBtr0071145	5696	5518.52	0	0
FBtr0310269	5683	5505.52	0	0
FBtr0309796	3612	3434.52	0	0
FBtr0089500	1938	1760.52	0	0
FBtr0301509	1657	1479.52	2	0.21094
FBtr0346652	2304	2126.52	0	0
FBtr0082562	2876	2698.52	0	0
FBtr0082563	3421	3243.52	0	0
FBtr0082564	3859	3681.52	0	0
FBtr0331183	3859	3681.52	0	0
FBtr0309875	1689	1511.52	5.17005	0.53374
FBtr0071036	2161	1983.52	12.6071	0.991807
FBtr0071037	1802	1624.52	0	0
FBtr0309873	2158	1980.52	4.22285	0.332717
FBtr0309874	2794	2616.52	0	0
FBtr0334881	3068	2890.52	0	0
FBtr0339383	2235	2057.52	6.71515	0.509284
FBtr0088512	2240	2062.52	0.284847	0.0215507
FBtr0089766	1640	1462.52	30	3.20087
FBtr0335423	3274	3096.52	259.739	13.0891
FBtr0306244	3796	3618.52	121.545	5.24146
FBtr0335424	3377	3199.52	0	0
FBtr0083216	4414	4236.52	1222.02	45.0108
FBtr0100595	3841	3663.52	273.775	11.6612
FBtr0083215	4459	4281.52	2305.56	84.0285
FBtr0072576	2694	2516.52	773	47.9322
FBtr0335177	9645	9467.52	142.578	2.34999
FBtr0335178	9297	9119.52	4835.17	82.7348
FBtr0335182	9240	9062.52	106.744	1.83799
FBtr0335179	9240	9062.52	2879.62	49.5832
FBtr0347414	10101	9923.52	1.92482	0.0302672
FBtr0335181	9300	9122.52	1040.36	17.7958
FBtr0335175	9714	9536.52	0	0
FBtr0335176	9600	9422.52	0	0
FBtr0335183	9186	9008.52	0	0
FBtr0347415	10506	10328.5	62.1578	0.939086
FBtr0335180	9389	9211.52	157.44	2.66706
FBtr0079911	1965	1787.52	113	9.86452
FBtr0076115	1687	1509.52	0	0
FBtr0076114	1618	1440.52	347	37.5888
FBtr0114516	1336	1158.52	0	0
FBtr0085863	1114	936.517	282	46.9874
FBtr0306913	1526	1348.52	0	0
FBtr0344871	874	696.517	1	0.224035
FBtr0081033	1553	1375.52	0	0
FBtr0076889	941	763.517	95	19.4157
FBtr0087202	981	803.517	137	26.6056
FBtr0336970	2742	2564.52	7	0.425932
FBtr0071394	1541	1363.52	0	0
FBtr0071393	1514	1336.52	18	2.10158
FBtr0343030	1807	1629.52	0	0
FBtr0088033	7431	7253.52	3402.51	73.198
FBtr0332464	7780	7602.52	152.486	3.12983
FBtr0075054	713	535.517	96.8213	28.2128
FBtr0300688	2233	2055.52	15.3971	1.16887
FBtr0076366	1966	1788.52	160.603	14.0123
FBtr0305048	319	141.567	51	56.2153
FBtr0087579	1590	1412.52	13.8482	1.52985
FBtr0339964	1386	1208.52	4128.15	533.029
FBtr0331828	1806	1628.52	0	0
FBtr0076177	1652	1474.52	7	0.740792
FBtr0445183	2806	2628.52	351.734	20.881
FBtr0445182	2158	1980.52	634.003	49.9529
FBtr0087646	1117	939.517	2	0.33218
FBtr0345801	1402	1224.52	0	0
FBtr0330717	1867	1689.52	21.3775	1.97443
FBtr0334162	1893	1715.52	16.3332	1.48568
FBtr0077739	1486	1308.52	1382.67	164.887
FBtr0330716	1860	1682.52	46.7155	4.33261
FBtr0330718	1865	1687.52	21.9066	2.02569
FBtr0302364	1332	1154.52	47	6.35251
FBtr0074315	1782	1604.52	0	0
FBtr0085879	3333	3155.52	46.6426	2.30654
FBtr0300263	3496	3318.52	1.22807e-06	5.77466e-08
FBtr0085878	2405	2227.52	82.6624	5.79075
FBtr0306692	3651	3473.52	7.49758	0.336821
FBtr0112866	7366	7188.52	131.9	2.86321
FBtr0085885	3084	2906.52	0	0
FBtr0085888	3427	3249.52	0	0
FBtr0300267	3715	3537.52	87.3672	3.85388
FBtr0085881	3496	3318.52	1.22807e-06	5.77466e-08
FBtr0085882	2915	2737.52	7.32306	0.41743
FBtr0112864	3839	3661.52	0	0
FBtr0306693	3869	3691.52	53.4882	2.261
FBtr0300268	3157	2979.52	0	0
FBtr0346192	3483	3305.52	3.06606	0.14474
FBtr0085887	2986	2808.52	92.7249	5.1519
FBtr0112865	3424	3246.52	246.313	11.839
FBtr0300264	2592	2414.52	2.62073e-08	1.69371e-09
FBtr0300270	3128	2950.52	0	0
FBtr0085884	3026	2848.52	0	0
FBtr0300269	7770	7592.52	2.09727e-06	4.3104e-08
FBtr0300266	3496	3318.52	31.2274	1.46838
FBtr0300265	2391	2213.52	20.4622	1.44251
FBtr0085880	2979	2801.52	0	0
FBtr0085883	3821	3643.52	5.50047	0.235574
FBtr0085886	2846	2668.52	50.8252	2.97206
FBtr0076838	2394	2216.52	258	18.1634
FBtr0088063	2020	1842.52	407	34.4692
FBtr0074332	1950	1772.52	237.637	20.9205
FBtr0305899	2683	2505.52	240.019	14.9485
FBtr0347029	3669	3491.52	22.7749	1.01786
FBtr0346630	1269	1091.52	170.966	24.4415
FBtr0087927	1378	1200.52	0	0
FBtr0304124	438	260.539	4	2.39572
FBtr0340348	2159	1981.52	179	14.0962
FBtr0074071	2342	2164.52	0	0
FBtr0080330	2586	2408.52	509	32.9774
FBtr0346621	2633	2455.52	198.667	12.625
FBtr0080700	2950	2772.52	26.2383	1.47676
FBtr0290134	10901	10723.5	3419	49.7519
FBtr0300951	904	726.517	7	1.50349
FBtr0300952	967	789.517	0	0
FBtr0082140	1384	1206.52	1622	209.781
FBtr0071620	1216	1038.52	0	0
FBtr0330707	5240	5062.52	12.4088	0.382482
FBtr0088443	3690	3512.52	30.9627	1.37552
FBtr0088445	5854	5676.52	0	0
FBtr0088446	3214	3036.52	34.9698	1.79707
FBtr0330708	3908	3730.52	347.195	14.5229
FBtr0088444	3235	3057.52	1.11161e-06	5.67326e-08
FBtr0088447	6040	5862.52	97.4636	2.59422
FBtr0078617	569	391.517	0	0
FBtr0086903	1590	1412.52	1	0.110473
FBtr0082204	1002	824.517	257	48.6386
FBtr0340727	1174	996.517	0	0
FBtr0074945	1693	1515.52	1954.64	201.258
FBtr0332126	2378	2200.52	7.20633	0.511019
FBtr0332124	3007	2829.52	0	0
FBtr0076503	2951	2773.52	45.6402	2.56782
FBtr0332125	2161	1983.52	57.1535	4.4963
FBtr0074402	630	452.517	1	0.344836
FBtr0084400	810	632.517	23	5.67419
FBtr0073850	2200	2022.52	427	32.9446
FBtr0080060	2214	2036.52	237.6	18.2057
FBtr0331667	2398	2220.52	0	0
FBtr0331668	2481	2303.52	11.3996	0.772231
FBtr0331666	2307	2129.52	0	0
FBtr0070736	1411	1233.52	3	0.379511
FBtr0086821	2470	2292.52	0	0
FBtr0306717	619	441.517	8	2.82742
FBtr0415453	609	431.517	0	0
FBtr0086084	3498	3320.52	296.587	13.9378
FBtr0086086	3678	3500.52	28.9314	1.28969
FBtr0086085	3557	3379.52	716.482	33.0825
FBtr0080341	626	448.517	0	0
FBtr0303109	5149	4971.52	1074.03	33.7113
FBtr0301338	5153	4975.52	0	0
FBtr0079628	5893	5715.52	31.7069	0.865657
FBtr0079625	5276	5098.52	5162.84	158.013
FBtr0301339	5788	5610.52	0	0
FBtr0303108	5249	5071.52	9.7336e-08	2.99491e-09
FBtr0332418	5246	5068.52	152.337	4.69
FBtr0302147	5480	5302.52	52.6983	1.55082
FBtr0302148	5627	5449.52	1.82178e-08	5.21659e-10
FBtr0079629	5311	5133.52	64.5957	1.96353
FBtr0079626	5276	5098.52	0.0161118	0.000493116
FBtr0332416	5453	5275.52	690.327	20.4192
FBtr0332417	5246	5068.52	84.4461	2.59984
FBtr0080055	1405	1227.52	223	28.3482
FBtr0340455	5041	4863.52	494.393	15.8624
FBtr0340456	4228	4050.52	402.777	15.5168
FBtr0086504	5080	4902.52	342.069	10.8879
FBtr0340454	4330	4152.52	69.3799	2.60717
FBtr0086503	4267	4089.52	147.381	5.62365
FBtr0087293	1761	1583.52	32.1436	3.16752
FBtr0306650	1501	1323.52	0	0
FBtr0087295	1806	1628.52	603.701	57.8465
FBtr0306649	1387	1209.52	170.865	22.044
FBtr0302149	2112	1934.52	81.3206	6.55958
FBtr0306651	1745	1567.52	417.858	41.5973
FBtr0087294	1783	1605.52	0	0
FBtr0087292	1599	1421.52	219.112	24.0526
FBtr0089090	2818	2640.52	381.013	22.5164
FBtr0310536	2500	2322.52	0	0
FBtr0310537	2663	2485.52	76.9866	4.83333
FBtr0330172	1308	1130.52	0	0
FBtr0078522	1323	1145.52	0	0
FBtr0332369	2635	2457.52	0	0
FBtr0100381	1949	1771.52	7.18538e-07	6.32925e-08
FBtr0079381	2668	2490.52	0	0
FBtr0079382	1980	1802.52	564.184	48.8415
FBtr0079383	2156	1978.52	9.81606	0.774186
FBtr0100382	2143	1965.52	0	0
FBtr0083196	2629	2451.52	6.21179e-07	3.95394e-08
FBtr0083194	2617	2439.52	0.000369707	2.36484e-05
FBtr0083195	2594	2416.52	83.9996	5.4242
FBtr0085012	1392	1214.52	188	24.1547
FBtr0330152	1392	1214.52	188	24.1547
FBtr0290136	2488	2310.52	0	0
FBtr0091898	595	417.517	1.88338	0.7039
FBtr0307309	9968	9790.52	572.475	9.12429
FBtr0307310	9842	9664.52	279.242	4.50866
FBtr0307311	10170	9992.52	0.498831	0.0077898
FBtr0307312	9817	9639.52	350.784	5.67849
FBtr0078663	2209	2031.52	227.225	17.4536
FBtr0078661	2289	2111.52	561.824	41.5197
FBtr0114518	2144	1966.52	6.83404	0.542285
FBtr0078662	2088	1910.52	0	0
FBtr0078664	2368	2190.52	39.1163	2.7865
FBtr0088777	2412	2234.52	782.949	54.6761
FBtr0330177	980	802.517	72.4785	14.093
FBtr0075552	1090	912.517	17.1513	2.93295
FBtr0075553	980	802.517	72.4785	14.093
FBtr0075554	968	790.517	28.515	5.62873
FBtr0303531	932	754.517	103.377	21.3797
FBtr0330176	1056	878.517	0	0
FBtr0082629	1978	1800.52	187.532	16.2527
FBtr0082628	1956	1778.52	38.1601	3.34811
FBtr0082626	1949	1771.52	1624.38	143.084
FBtr0082627	2019	1841.52	1890.24	160.173
FBtr0082630	1934	1756.52	2038.69	181.112
FBtr0332493	1018	840.517	9.77345	1.81447
FBtr0070558	846	668.517	14.2265	3.32074
FBtr0089728	1044	866.517	184	33.1351
FBtr0339473	1026	848.517	6.66968e-06	1.22657e-06
FBtr0089729	1168	990.517	0	0
FBtr0088663	2280	2102.52	6049.07	448.949
FBtr0079125	1657	1479.52	143.393	15.1236
FBtr0079123	1760	1582.52	0	0
FBtr0079124	1596	1418.52	2382.86	262.127
FBtr0331676	2270	2092.52	231.744	17.2817
FBtr0079924	777	599.517	123	32.0149
FBtr0333777	586	408.517	0.0285538	0.0109069
FBtr0305982	616	438.517	37.2674	13.2614
FBtr0084432	526	348.517	952.704	426.562
FBtr0345166	2988	2810.52	117.394	6.51792
FBtr0073611	2985	2807.52	5761.74	320.243
FBtr0073610	3185	3007.52	114.025	5.91615
FBtr0073609	3019	2841.52	9671.59	531.124
FBtr0073608	3158	2980.52	2739.25	143.413
FBtr0075319	460	282.517	5.19537	2.86959
FBtr0082114	1755	1577.52	804	79.5298
FBtr0337035	853	675.517	11	2.541
FBtr0085296	835	657.517	0	0
FBtr0081204	2455	2277.52	92.3264	6.32575
FBtr0302874	2050	1872.52	912.091	76.0082
FBtr0334165	2720	2542.52	38.2561	2.34793
FBtr0334164	2417	2239.52	448.615	31.2585
FBtr0302938	2179	2001.52	175.129	13.6536
FBtr0088482	972	794.517	111	21.8006
FBtr0079225	1534	1356.52	35.4645	4.07959
FBtr0079226	922	744.517	266.536	55.8635
FBtr0070750	1867	1689.52	0	0
FBtr0340475	1864	1686.52	0	0
FBtr0273273	3439	3261.52	735	35.1654
FBtr0333010	1150	972.517	0.000424986	6.81907e-05
FBtr0081430	1231	1053.52	26.1671	3.8758
FBtr0307163	1294	1116.52	0	0
FBtr0085846	1812	1634.52	2	0.190936
FBtr0079355	1834	1656.52	754.955	71.1169
FBtr0331375	2948	2770.52	87.045	4.90265
FBtr0089082	4142	3964.52	296.213	11.659
FBtr0301285	3854	3676.52	0	0
FBtr0089084	4190	4012.52	0	0
FBtr0089085	3691	3513.52	251.123	11.153
FBtr0089086	5630	5452.52	3.66433	0.104868
FBtr0089083	4068	3890.52	1.09879e-06	4.40713e-08
FBtr0077746	1654	1476.52	13.8857	1.4675
FBtr0344854	1335	1157.52	6.11426	0.82426
FBtr0342873	4706	4528.52	538.02	18.5392
FBtr0071636	5003	4825.52	178.723	5.77942
FBtr0342874	4475	4297.52	417.066	15.1438
FBtr0071343	386	208.539	130	97.2757
FBtr0340342	481	303.517	0	0
FBtr0082712	4337	4159.52	351	13.1678
FBtr0082143	990	812.517	0	0
FBtr0081371	2512	2334.52	0	0
FBtr0070609	2773	2595.52	47.413	2.8505
FBtr0340201	2683	2505.52	25.0375	1.55934
FBtr0070610	2818	2640.52	0	0
FBtr0340202	3701	3523.52	25.1666	1.11454
FBtr0070608	2703	2525.52	2.38288	0.147231
FBtr0082234	660	482.517	7.64307	2.47174
FBtr0300043	640	462.517	0	0
FBtr0079716	767	589.517	0	0
FBtr0085099	3478	3300.52	24.2678	1.14735
FBtr0085097	3457	3279.52	165.596	7.8793
FBtr0334310	3535	3357.52	50.7939	2.3607
FBtr0300939	3571	3393.52	153.342	7.05115
FBtr0078328	10465	10287.5	849.055	12.8787
FBtr0078329	11414	11236.5	11.0349	0.153244
FBtr0112830	10703	10525.5	90.3318	1.3392
FBtr0333284	9982	9804.52	731.578	11.6435
FBtr0076124	1984	1806.52	0	0
FBtr0076127	2068	1890.52	30.4584	2.51406
FBtr0076125	1890	1712.52	16.9525	1.54471
FBtr0076126	2563	2385.52	115.589	7.56105
FBtr0076128	2056	1878.52	0	0
FBtr0077082	5102	4924.52	14.1645	0.448833
FBtr0300010	4059	3881.52	9.85044	0.396006
FBtr0072116	1608	1430.52	4	0.43633
FBtr0332634	1027	849.517	0	0
FBtr0075957	1023	845.517	60	11.0733
FBtr0310272	2101	1923.52	21.6142	1.75344
FBtr0074527	2126	1948.52	671.949	53.8121
FBtr0074528	1928	1750.52	0.436685	0.0389269
FBtr0074456	2564	2386.52	163.756	10.7073
FBtr0074455	3032	2854.52	567.244	31.0088
FBtr0433504	760	582.517	19.4172	5.20148
FBtr0073510	640	462.517	460.583	155.392
FBtr0081958	1078	900.517	18.173	3.14908
FBtr0340014	1142	964.517	11.827	1.91342
FBtr0087767	1761	1583.52	2.07811	0.204783
FBtr0346512	1115	937.517	0	0
FBtr0078472	4964	4786.52	214.192	6.98283
FBtr0334088	5378	5200.52	62.8082	1.88459
FBtr0070561	948	770.517	0	0
FBtr0332494	868	690.517	0	0
FBtr0333837	2640	2462.52	0	0
FBtr0075953	2643	2465.52	0	0
FBtr0085319	8682	8504.52	893.878	16.4012
FBtr0078240	3490	3312.52	10	0.471075
FBtr0308647	2683	2505.52	0	0
FBtr0308648	2905	2727.52	0	0
FBtr0077080	1141	963.517	749.97	121.46
FBtr0100168	1293	1115.52	17.9044	2.50456
FBtr0073789	1136	958.517	187.096	30.4587
FBtr0085568	2053	1875.52	0	0
FBtr0085569	2068	1890.52	0	0
FBtr0339182	2048	1870.52	0	0
FBtr0076022	1834	1656.52	2382	224.385
FBtr0331925	3081	2903.52	24.8537	1.33572
FBtr0086516	3249	3071.52	1014.54	51.5424
FBtr0305333	3305	3127.52	111.605	5.56841
FBtr0076353	2741	2563.52	0.999985	0.0608703
FBtr0344949	5227	5049.52	0	0
FBtr0331536	3326	3148.52	0	0
FBtr0332665	2763	2585.52	1.47237e-05	8.88622e-07
FBtr0332666	2967	2789.52	0	0
FBtr0303281	422	244.539	2	1.27623
FBtr0344525	1766	1588.52	2.86736	0.281668
FBtr0084212	1551	1373.52	13.3549	1.51724
FBtr0084211	1489	1311.52	93.9552	11.1788
FBtr0082986	883	705.517	40	8.84709
FBtr0091445	1690	1512.52	169	17.4355
FBtr0086647	2418	2240.52	118	8.21829
FBtr0070756	1448	1270.52	213.219	26.1874
FBtr0091770	540	362.517	0	0
FBtr0084656	2889	2711.52	820.68	47.2291
FBtr0345218	2907	2729.52	232.32	13.2815
FBtr0084657	3207	3029.52	0	0
FBtr0331437	3655	3477.52	0	0
FBtr0331438	3380	3202.52	219.146	10.678
FBtr0077765	3618	3440.52	14.456	0.655648
FBtr0077766	3232	3054.52	177.398	9.06261
FBtr0083053	723	545.517	137	39.1886
FBtr0083054	746	568.517	0	0
FBtr0340228	3848	3670.52	0	0
FBtr0081029	3800	3622.52	0	0
FBtr0302165	1751	1573.52	52.8954	5.24559
FBtr0072179	1660	1482.52	670.451	70.5692
FBtr0343336	1985	1807.52	0	0
FBtr0343337	1807	1629.52	458.654	43.9212
FBtr0088046	1593	1415.52	1470	162.05
FBtr0300598	3913	3735.52	367.981	15.3717
FBtr0300596	3874	3696.52	2865.55	120.966
FBtr0300597	4146	3968.52	0	0
FBtr0340016	3916	3738.52	196.328	8.19465
FBtr0339718	7650	7472.52	3.65324e-05	7.62885e-07
FBtr0085460	7577	7399.52	12.9959	0.274063
FBtr0339717	7623	7445.52	0.00406902	8.52791e-05
FBtr0089761	1561	1383.52	0	0
FBtr0301713	1566	1388.52	47.6325	5.35303
FBtr0089760	1322	1144.52	345.533	47.1103
FBtr0087329	1800	1622.52	0	0
FBtr0074348	1707	1529.52	259.414	26.4659
FBtr0306120	366	188.554	0	0
FBtr0076069	2148	1970.52	0	0
FBtr0110808	6818	6640.52	0	0
FBtr0301070	4318	4140.52	3	0.113061
FBtr0082290	1337	1159.52	1166	156.917
FBtr0072153	1859	1681.52	63.5526	5.89767
FBtr0072155	1929	1751.52	0.00882765	0.000786464
FBtr0072154	1657	1479.52	328.439	34.6403
FBtr0079960	2205	2027.52	799	61.4936
FBtr0086505	1270	1092.52	101	14.4258
FBtr0078509	11411	11233.5	825.186	11.4626
FBtr0306107	12169	11991.5	520.907	6.7785
FBtr0330159	12169	11991.5	520.907	6.7785
FBtr0078038	1533	1355.52	193	22.2178
FBtr0333709	652	474.517	17.6149	5.79263
FBtr0075066	648	470.517	19996.5	6631.73
FBtr0347494	1139	961.517	5.87485	0.953428
FBtr0074465	1309	1131.52	107	14.7561
FBtr0345581	2182	2004.52	0	0
FBtr0071781	1737	1559.52	0	0
FBtr0346030	609	431.517	3.52097	1.27324
FBtr0333617	1754	1576.52	1878.88	185.973
FBtr0075501	1820	1642.52	245.742	23.3463
FBtr0075500	2018	1840.52	3329.12	282.252
FBtr0075499	1870	1692.52	34.6306	3.19283
FBtr0333618	2304	2126.52	42.314	3.10501
FBtr0333619	2233	2055.52	28.3129	2.14937
FBtr0083373	2341	2163.52	269	19.4017
FBtr0074693	5498	5320.52	1184	34.7253
FBtr0073503	2505	2327.52	0	0
FBtr0346268	2632	2454.52	0	0
FBtr0086054	2461	2283.52	208.011	14.2145
FBtr0086053	1959	1781.52	7.35845e-06	6.44532e-07
FBtr0086055	2042	1864.52	204.077	17.0795
FBtr0086056	1983	1805.52	122.912	10.6228
FBtr0334733	1041	863.517	4	0.722831
FBtr0083326	1749	1571.52	0	0
FBtr0345255	1093	915.517	0	0
FBtr0083325	1842	1664.52	0	0
FBtr0344392	2067	1889.52	11.5039	0.950041
FBtr0344391	1719	1541.52	4.98873	0.504998
FBtr0082179	1410	1232.52	85.5074	10.8258
FBtr0331634	490	312.517	1	0.499315
FBtr0073590	3776	3598.52	149	6.46116
FBtr0076293	1722	1544.52	10	1.01031
FBtr0071299	4267	4089.52	613	23.3903
FBtr0077166	855	677.517	235	54.1247
FBtr0073777	2510	2332.52	2867	191.801
FBtr0075363	3686	3508.52	512.876	22.8106
FBtr0302082	5384	5206.52	117.131	3.51052
FBtr0074784	5260	5082.52	377.869	11.6014
FBtr0080937	529	351.517	85.2213	37.8312
FBtr0079138	863	685.517	4	0.91052
FBtr0100285	829	651.517	121.143	29.0147
FBtr0330308	13232	13054.5	242.457	2.89815
FBtr0084668	13284	13106.5	1.19098	0.0141796
FBtr0306172	13284	13106.5	1386.16	16.5035
FBtr0084667	8876	8698.52	14.4688	0.259559
FBtr0330309	13284	13106.5	1.19098	0.0141796
FBtr0339135	13311	13133.5	699.528	8.31136
FBtr0345508	1474	1296.52	12.6489	1.52238
FBtr0070253	859	681.517	14.5942	3.34158
FBtr0339576	905	727.517	23.295	4.99653
FBtr0339577	855	677.517	95.4818	21.9912
FBtr0300352	799	621.517	0	0
FBtr0084572	4088	3910.52	90	3.59134
FBtr0084573	3590	3412.52	331	15.1357
FBtr0084981	957	779.517	10	2.00181
FBtr0091659	755	577.517	0	0
FBtr0075886	1488	1310.52	337.869	40.2304
FBtr0332076	1568	1390.52	118.131	13.2567
FBtr0333183	1101	923.517	0	0
FBtr0333184	986	808.517	0	0
FBtr0070642	729	551.517	86	24.3325
FBtr0306921	2631	2453.52	0	0
FBtr0306922	2694	2516.52	20.023	1.24159
FBtr0111126	2156	1978.52	606.204	47.8109
FBtr0334157	2764	2586.52	46.7955	2.82317
FBtr0084027	1949	1771.52	40.8879	3.60162
FBtr0333928	2280	2102.52	38.1121	2.8286
FBtr0100456	1515	1337.52	0	0
FBtr0321292	586	408.517	1	0.381977
FBtr0343412	1854	1676.52	613.249	57.0791
FBtr0071372	1309	1131.52	1281.75	176.763
FBtr0078462	5063	4885.52	582.996	18.621
FBtr0302338	2006	1828.52	574	48.9847
FBtr0073338	965	787.517	12.7571	2.52778
FBtr0078712	1080	902.517	77	13.3132
FBtr0074827	1527	1349.52	0	0
FBtr0077038	904	726.517	1	0.214784
FBtr0073073	387	209.539	5	3.72352
FBtr0073638	1298	1120.52	0	0
FBtr0334297	1006	828.517	0	0
FBtr0082870	626	448.517	252	87.6737
FBtr0088448	1866	1688.52	0	0
FBtr0088449	1863	1685.52	0	0
FBtr0091786	1245	1067.52	294.27	43.015
FBtr0082876	3193	3015.52	1	0.0517471
FBtr0085867	1060	882.517	1	0.176817
FBtr0088274	989	811.517	715	137.485
FBtr0299923	637	459.517	0	0
FBtr0345361	1289	1111.52	235.655	33.0832
FBtr0346451	2002	1824.52	14.1162	1.20731
FBtr0081501	1485	1307.52	460.884	55.0037
FBtr0076473	1372	1194.52	156	20.3789
FBtr0075383	809	631.517	0	0
FBtr0073228	828	650.517	171	41.019
FBtr0075735	913	735.517	0	0
FBtr0081585	3262	3084.52	0	0
FBtr0302283	3070	2892.52	252.5	13.6218
FBtr0075819	2500	2322.52	774	52.0032
FBtr0290296	940	762.517	0	0
FBtr0081671	935	757.517	0	0
FBtr0082260	3628	3450.52	309	13.974
FBtr0346090	1868	1690.52	0	0
FBtr0073821	1488	1310.52	40	4.76283
FBtr0085186	1212	1034.52	0	0
FBtr0081853	2146	1968.52	229	18.1528
FBtr0080482	656	478.517	0	0
FBtr0071132	8365	8187.52	1549.88	29.5389
FBtr0344137	6384	6206.52	507.117	12.7499
FBtr0091896	595	417.517	1.88338	0.7039
FBtr0070735	1032	854.517	0	0
FBtr0074900	970	792.517	19.1738	3.77527
FBtr0074901	627	449.517	0	0
FBtr0344084	1696	1518.52	20.7437	2.13164
FBtr0071686	5069	4891.52	438	13.9726
FBtr0089573	3169	2991.52	1174.87	61.2837
FBtr0301171	3192	3014.52	376.134	19.4703
FBtr0089572	3187	3009.52	1.29282e-07	6.7033e-09
FBtr0085559	2066	1888.52	13.4255	1.10932
FBtr0085560	1644	1466.52	331.575	35.2811
FBtr0343646	983	805.517	1	0.193719
FBtr0082648	2464	2286.52	3	0.204736
FBtr0075689	584	406.517	5	1.91928
FBtr0100164	774	596.517	21169.2	5537.7
FBtr0310482	1186	1008.52	48.4567	7.49753
FBtr0079888	791	613.517	144.357	36.7163
FBtr0072672	3592	3414.52	1085.42	49.6038
FBtr0072675	3446	3268.52	175.573	8.38212
FBtr0072673	3454	3276.52	29.2949	1.39517
FBtr0072674	3369	3191.52	3328.72	162.752
FBtr0078199	1617	1439.52	564.846	61.2296
FBtr0078200	1975	1797.52	142.36	12.3584
FBtr0331722	1302	1124.52	20.3055	2.81771
FBtr0308644	1547	1369.52	0	0
FBtr0073807	1451	1273.52	0.000502865	6.16161e-05
FBtr0340395	1622	1444.52	82.694	8.93303
FBtr0345206	883	705.517	0	0
FBtr0083465	756	578.517	0	0
FBtr0300775	863	685.517	112	25.4946
FBtr0073244	2631	2453.52	216	13.7377
FBtr0301452	2551	2373.52	148	9.7301
FBtr0305317	2217	2039.52	287	21.9585
FBtr0078068	4155	3977.52	870.526	34.1521
FBtr0332340	4346	4168.52	65.4741	2.45096
FBtr0073451	799	621.517	57	14.311
FBtr0077339	1875	1697.52	0	0
FBtr0091811	1023	845.517	0	0
FBtr0084511	5405	5227.52	2984	89.0741
FBtr0084512	3151	2973.52	0	0
FBtr0079510	4539	4361.52	0	0
FBtr0335488	4591	4413.52	431.803	15.2668
FBtr0335487	4564	4386.52	73.09	2.60008
FBtr0079511	4476	4298.52	506.718	18.3948
FBtr0079513	4503	4325.52	271.389	9.79044
FBtr0304693	687	509.517	6303.87	1930.62
FBtr0084868	729	551.517	13.1314	3.71534
FBtr0310458	317	139.567	1	1.11806
FBtr0079287	2672	2494.52	161.982	10.1327
FBtr0343155	2595	2417.52	1752.02	113.088
FBtr0083354	1103	925.517	592	99.8126
FBtr0080953	1184	1006.52	0	0
FBtr0332225	1546	1368.52	0	0
FBtr0305336	1060	882.517	1	0.176817
FBtr0077922	776	598.517	0	0
FBtr0344565	5129	4951.52	2094.77	66.0154
FBtr0344567	4324	4146.52	45.3696	1.70738
FBtr0344568	5320	5142.52	349.874	10.6166
FBtr0344566	4996	4818.52	98.9886	3.20568
FBtr0083733	3258	3080.52	224.963	11.3956
